Code plate-forme;Code gare;Code UIC;Date fin validité plateforme;Intitulé plateforme;Code postal;Code Commune;Commune;Code département;Département;Longitude;Latitude;Segment DRG;Niveau de service;RG;TVSs;SOPs;Gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;DTG;Région SNCF;Unité gare;UT;Nbre plateformes;TVS;WGS 84
00444-1;00444;0087734186;;Vic-le-Comte;63270;;;;;3.207079;45.664911;b;1;GARES B AUVERGNE;"[{""TVS_Code"": ""VLC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Vic-le-Comte"", ""Alias_Libelle_Fronton"": ""Vic-le-Comte"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION AUVERGNE"", ""UG_Libelle"": ""UG Auvergne"", ""UT_Libelle"": ""VIC LE COMTE GARE""}";Vic-le-Comte;Vic-le-Comte;True;False;DRG AURA-BFC;REGION AUVERGNE;UG Auvergne;VIC LE COMTE GARE;1;VLC;45.664911,3.207079
00446-1;00446;0087734160;;Le Cendre - Orcet;63670;;;;;3.188666;45.723796;b;1;GARES B AUVERGNE;"[{""TVS_Code"": ""CZJ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Le Cendre - Orcet"", ""Alias_Libelle_Fronton"": ""Le Cendre - Orcet"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION AUVERGNE"", ""UG_Libelle"": ""UG Auvergne"", ""UT_Libelle"": ""LE CENDRE ORCET GARE""}";Le Cendre - Orcet;Le Cendre - Orcet;True;False;DRG AURA-BFC;REGION AUVERGNE;UG Auvergne;LE CENDRE ORCET GARE;1;CZJ;45.723796,3.188666
00458-1;00458;0087732008;;Vichy;03200;;;;;3.430448;46.126979;a;2;GARE VICHY;"[{""TVS_Code"": ""VHY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Vichy"", ""Alias_Libelle_Fronton"": ""Vichy"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION AUVERGNE"", ""UG_Libelle"": ""UG Auvergne"", ""UT_Libelle"": ""VICHY GARE""}";Vichy;Vichy;True;False;DRG AURA-BFC;REGION AUVERGNE;UG Auvergne;VICHY GARE;1;VHY;46.126979,3.430448
00462-1;00462;0087726901;;Saint-Étienne Carnot;42000;;;;;4.385317;45.446976;b;1;GARES B RHONE ALPES;"[{""TVS_Code"": ""SEO""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Étienne Carnot"", ""Alias_Libelle_Fronton"": ""Saint-Étienne Carnot"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""SAINT ETIENNE CARNOT GARE""}";Saint-Étienne Carnot;Saint-Étienne Carnot;True;False;DRG AURA-BFC;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;SAINT ETIENNE CARNOT GARE;1;SEO;45.446976,4.385317
00469-1;00469;0087726794;2012-12-31;Beauzac;43590;;;;;;;D;;GARES C AUVERGNE;;;;;;;;;;;;;;
00483-1;00483;0087726331;;Rive-de-Gier;42800;;;;;4.606648;45.524324;b;1;GARES B RHONE ALPES;;;;;;;;;;;;;;45.524324,4.606648
00495-1;00495;0087725820;;Vonnas;01540;;;;;4.9916677;46.2272852;c;1;GARES C ALPES;;;;;;;;;;;;;;46.2272852,4.9916677
00503-1;00503;0087725671;;Senozan;71260;;;;;4.8710626;46.3921451;c;1;GARES C BOURGOGNE;;;;;;;;;;;;;;46.3921451,4.8710626
00510-1;00510;0087723767;;Marlieux - Châtillon;01240;;;;;5.0731097;46.0638765;b;1;GARES B RHONE ALPES;"[{""TVS_Code"": ""MXC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Marlieux - Châtillon"", ""Alias_Libelle_Fronton"": ""Marlieux - Châtillon"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""MARLIEUX CHATILLON GARE""}";Marlieux - Châtillon;Marlieux - Châtillon;True;False;DRG AURA-BFC;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;MARLIEUX CHATILLON GARE;1;MXC;46.0638765,5.0731097
00513-1;00513;0087723734;;Saint-André-de-Corcy;01390;;;;;4.948846;45.925911;b;1;GARES B RHONE ALPES;;;;;;;;;;;;;;45.925911,4.948846
00531-1;00531;0087723361;2012-12-31;Chandieu Toussieu;69780;;;;;;;D;;GARES C RHONE ALPES;;;;;;;;;;;;;;
00534-1;00534;0087723197;;Lyon Part Dieu;69003;;;;;4.859355;45.760559;a;3;GARE LYON PART DIEU;"[{""TVS_Code"": ""LYD""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Lyon Part Dieu"", ""Alias_Libelle_Fronton"": ""Lyon Part Dieu"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""LYON PART DIEU GARE TGV""}";Lyon Part Dieu;Lyon Part Dieu;True;False;DRG AURA-BFC;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;LYON PART DIEU GARE TGV;1;LYD;45.760559,4.859355
00543-1;00543;0087722561;;Chasse-sur-Rhône;38670;;;;;4.794843;45.582370;b;1;GARES B RHONE ALPES;;;;;;;;;;;;;;45.58237,4.794843
00550-1;00550;0087722264;;Vernaison;69390;;;;;4.8132908;45.6456478;c;1;GARES C RHONE;"[{""TVS_Code"": ""VNI""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Vernaison"", ""Alias_Libelle_Fronton"": ""Vernaison"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""VERNAISON GARE""}";Vernaison;Vernaison;True;False;DRG AURA-BFC;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;VERNAISON GARE;1;VNI;45.6456478,4.8132908
00556-1;00556;0087721829;;Chamelet;69620;;;;;4.5069346;45.9816414;c;1;GARES C RHONE;"[{""TVS_Code"": ""CWE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Chamelet"", ""Alias_Libelle_Fronton"": ""Chamelet"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""CHAMELET GARE""}";Chamelet;Chamelet;True;False;DRG AURA-BFC;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;CHAMELET GARE;1;CWE;45.9816414,4.5069346
00557-1;00557;0087721811;2012-12-31;Ternand;69620;;;;;;;D;;GARES C RHONE;;;;;;;;;;;;;;
00567-1;00567;0087721548;;La Tour-de-Salvagny;69890;;;;;4.7164921;45.7998818;b;1;GARES B RHONE ALPES;;;;;;;;;;;;;;45.7998818,4.7164921
00577-1;00577;0087721431;;L'Arbresle;69210;;;;;4.618319;45.833299;b;1;GARES B RHONE ALPES;;;;;;;;;;;;;;45.833299,4.618319
00579-1;00579;0087721415;;Chazay - Marcilly;69380;;;;;4.7252221;45.8729618;c;1;GARES C RHONE;;;;;;;;;;;;;;45.8729618,4.7252221
00597-1;00597;0087718833;;Mouchard;39330;;;;;5.799644;46.976911;b;1;GARES B FRANCHE COMTE;;;;;;;;;;;;;;46.976911,5.799644
00601-1;00601;0087718551;;Avoudrey;25690;;;;;6.434573;47.1298359;c;1;GARES C FRANCHE COMTE;;;;;;;;;;;;;;47.1298359,6.434573
00603-1;00603;0087718536;;Étalans;25580;;;;;6.2706173;47.155884;c;1;GARES C FRANCHE COMTE;;;;;;;;;;;;;;47.155884,6.2706173
00609-1;00609;0087718429;;Deluz;25960;;;;;6.199733;47.2925132;c;1;GARES C FRANCHE COMTE;;;;;;;;;;;;;;47.2925132,6.199733
00610-1;00610;0087718411;;Novillars;25220;;;;;6.1327011;47.2839618;c;1;GARES C FRANCHE COMTE;"[{""TVS_Code"": ""NOV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Novillars"", ""Alias_Libelle_Fronton"": ""Novillars"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION BOURGOGNE FRANCHE-COMTE"", ""UG_Libelle"": ""UG Franche-Comté"", ""UT_Libelle"": ""NOVILLARS GARE""}";Novillars;Novillars;True;False;DRG AURA-BFC;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;NOVILLARS GARE;1;NOV;47.2839618,6.1327011
00615-1;00615;0087718312;;Dannemarie - Velesmes;25410;;;;;5.8738348;47.2038599;c;1;GARES C FRANCHE COMTE;;;;;;;;;;;;;;47.2038599,5.8738348
00618-1;00618;0087718270;;Cousance;39190;;;;;5.3868216;46.5353569;c;1;GARES C FRANCHE COMTE;"[{""TVS_Code"": ""CSJ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Cousance"", ""Alias_Libelle_Fronton"": ""Cousance"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION BOURGOGNE FRANCHE-COMTE"", ""UG_Libelle"": ""UG Franche-Comté"", ""UT_Libelle"": ""COUSANCE GARE""}";Cousance;Cousance;True;False;DRG AURA-BFC;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;COUSANCE GARE;1;CSJ;46.5353569,5.3868216
00628-1;00628;0087718049;2015-12-31;Miserey-Salines;25480;;;;;5.9636746;47.2854733;c;1;GARES C FRANCHE COMTE;;;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Miserey-Salines"", ""Alias_Libelle_Fronton"": ""Miserey-Salines"", ""AgenceGC_Libelle"": ""Agence Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": null, ""UG_Libelle"": null, ""UT_Libelle"": null}";Miserey-Salines;Miserey-Salines;True;False;Agence Centre Est Rhône Alpin;;;;1;;47.2854733,5.9636746
00631-1;00631;0087715441;;Morez;39400;;;;;6.023578;46.5262166;c;1;GARES C FRANCHE COMTE;;;;;;;;;;;;;;46.5262166,6.023578
00646-1;00646;0087713735;;Louhans;71500;;;;;5.2174853;46.6309;c;1;GARES C BOURGOGNE;"[{""TVS_Code"": ""LHN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Louhans"", ""Alias_Libelle_Fronton"": ""Louhans"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION BOURGOGNE FRANCHE-COMTE"", ""UG_Libelle"": ""UG Bourgogne"", ""UT_Libelle"": ""LOUHANS GARE""}";Louhans;Louhans;True;False;DRG AURA-BFC;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;LOUHANS GARE;1;LHN;46.6309,5.2174853
00648-1;00648;0087713677;;Seurre;21250;;;;;5.1513121;46.9964114;c;1;GARES C BOURGOGNE;"[{""TVS_Code"": ""SEU""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Seurre"", ""Alias_Libelle_Fronton"": ""Seurre"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION BOURGOGNE FRANCHE-COMTE"", ""UG_Libelle"": ""UG Bourgogne"", ""UT_Libelle"": ""SEURRE GARE""}";Seurre;Seurre;True;False;DRG AURA-BFC;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;SEURRE GARE;1;SEU;46.9964114,5.1513121
00655-1;00655;0087713586;;Fontaines - Mercurey;71150;;;;;4.7750693;46.8512109;c;1;GARES C BOURGOGNE;;;;;;;;;;;;;;46.8512109,4.7750693
00659-1;00659;0087713537;;Corgoloin;21700;;;;;4.9171231;47.0841982;c;1;GARES C BOURGOGNE;;;;;;;;;;;;;;47.0841982,4.9171231
00666-1;00666;0087713321;;Collonges-lès-Premières;21110;;;;;5.2653478;47.2212533;c;1;GARES C BOURGOGNE;"[{""TVS_Code"": ""CLG""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Collonges-lès-Premières"", ""Alias_Libelle_Fronton"": ""Collonges"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION BOURGOGNE FRANCHE-COMTE"", ""UG_Libelle"": ""UG Bourgogne"", ""UT_Libelle"": ""COLLONGES (COTE D OR) GARE""}";Collonges-lès-Premières;Collonges;True;False;DRG AURA-BFC;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;COLLONGES (COTE D OR) GARE;1;CLG;47.2212533,5.2653478
00669-1;00669;0087713156;;Nuits sous Ravières;89390;;;;;4.211186;47.7291142;c;1;GARES C BOURGOGNE;;;;;;;;;;;;;;47.7291142,4.211186
00672-1;00672;0087713099;;Thenissey;21150;;;;;4.6221929;47.4947945;c;1;GARES C BOURGOGNE;"[{""TVS_Code"": ""TEY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Thenissey"", ""Alias_Libelle_Fronton"": ""Thenissey"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION BOURGOGNE FRANCHE-COMTE"", ""UG_Libelle"": ""UG Bourgogne"", ""UT_Libelle"": ""THENISSEY GARE""}";Thenissey;Thenissey;True;False;DRG AURA-BFC;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;THENISSEY GARE;1;TEY;47.4947945,4.6221929
00674-1;00674;0087713073;;Blaisy-Bas;21540;;;;;4.7410755;47.3734427;c;1;GARES C BOURGOGNE;"[{""TVS_Code"": ""BSB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Blaisy-Bas"", ""Alias_Libelle_Fronton"": ""Blaisy-Bas"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION BOURGOGNE FRANCHE-COMTE"", ""UG_Libelle"": ""UG Bourgogne"", ""UT_Libelle"": ""BLAISY BAS GARE""}";Blaisy-Bas;Blaisy-Bas;True;False;DRG AURA-BFC;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;BLAISY BAS GARE;1;BSB;47.3734427,4.7410755
00680-1;00680;0087712604;;Ouges;21600;;;;;5.0727895;47.2559157;c;1;GARES C BOURGOGNE;"[{""TVS_Code"": ""OUS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Ouges"", ""Alias_Libelle_Fronton"": ""Ouges"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION BOURGOGNE FRANCHE-COMTE"", ""UG_Libelle"": ""UG Bourgogne"", ""UT_Libelle"": ""OUGES GARE""}";Ouges;Ouges;True;False;DRG AURA-BFC;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;OUGES GARE;1;OUS;47.2559157,5.0727895
00686-1;00686;0087712026;;Rully;71150;;;;;4.761033;46.8804303;c;1;GARES C BOURGOGNE;;;;;;;;;;;;;;46.8804303,4.761033
00690-1;00690;0087696807;;Clamecy;58500;;;;;3.5207672;47.4666984;c;1;GARES C BOURGOGNE;;;;;;;;;;;;;;47.4666984,3.5207672
00694-1;00694;0087696492;;Cercy-la-Tour;58340;;;;;3.6452029;46.8578816;c;1;GARES C BOURGOGNE;;;;;;;;;;;;;;46.8578816,3.6452029
00701-1;00701;0087696401;2012-12-31;Montbeugny;03340;;;;;;;D;;GARES C AUVERGNE;;;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Montbeugny"", ""Alias_Libelle_Fronton"": ""Montbeugny"", ""AgenceGC_Libelle"": null, ""RegionSNCF_Libelle"": null, ""UG_Libelle"": null, ""UT_Libelle"": null}";Montbeugny;Montbeugny;True;False;;;;;1;;
00712-1;00712;0087696195;;La Charité-sur-Loire;58400;;;;;3.023883;47.179914;b;1;GARES B BOURGOGNE;;;;;;;;;;;;;;47.179914,3.023883
00720-1;00720;0087694851;;Saint-Agnan;71160;;;;;3.8788002;46.5020038;c;1;GARES C BOURGOGNE;;;;;;;;;;;;;;46.5020038,3.8788002
00738-1;00738;0087694398;;Cheilly-lès-Maranges;71150;;;;;4.6758424;46.8924768;c;1;GARES C BOURGOGNE;;;;;;;;;;;;;;46.8924768,4.6758424
00746-1;00746;0087694109;;Le Creusot - Montceau-les-Mines - Montchanin TGV;71210;;;;;4.499513;46.765343;a;2;GARE LE CREUSOT MONTCEAU MONTC;;;;;;;;;;;;;;46.765343,4.499513
00748-1;00748;0087691600;;Les Perrières;58640;;;;;3.1467144;47.0055213;c;1;GARES C BOURGOGNE;;;;;;;;;;;;;;47.0055213,3.1467144
00753-1;00753;0087686006;;Paris Gare de Lyon Hall 1 & 2;75012;;;;;2.373520;48.844888;a;3;GARE PARIS GARE DE LYON;;;;;;;;;;;;;;48.844888,2.37352
00753-2;00753;0087686030;;Paris Gare de Lyon RER;75012;;;;;2.373520;48.844888;b;2;GARE PARIS LYON SOUTERR;"[{""TVS_Code"": ""PAA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 2, ""Alias_Libelle_NonContraint"": ""Paris Gare de Lyon"", ""Alias_Libelle_Fronton"": ""Paris Gare de Lyon"", ""AgenceGC_Libelle"": ""ETAB GARES PARIS"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-SUD-EST"", ""UG_Libelle"": ""UG Paris Lyon et Paris Bercy"", ""UT_Libelle"": ""PARIS LYON GARE""}";Paris Gare de Lyon;Paris Gare de Lyon;True;False;ETAB GARES PARIS;REGION DE PARIS-SUD-EST;UG Paris Lyon et Paris Bercy;PARIS LYON GARE;2;PAA;48.844888,2.37352
00764-1;00764;0087684100;;Montigny-sur-Loing;77690;;;;;2.738561;48.336610;b;;GARES B IDF LIGNE R;;;;;;;;;;;;;;48.33661,2.738561
00769-1;00769;0087683706;2014-12-20;Voutenay;89270;;;;;3.7803454;47.5613477;c;1;GARES C BOURGOGNE;;;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Voutenay"", ""Alias_Libelle_Fronton"": ""Voutenay"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": null, ""UG_Libelle"": null, ""UT_Libelle"": null}";Voutenay;Voutenay;True;False;DRG AURA-BFC;;;;1;;47.5613477,3.7803454
00770-1;00770;0087683680;2014-12-20;Arcy-sur-Cure;89270;;;;;3.7668885;47.6008461;c;1;GARES C BOURGOGNE;;;;;;;;;;;;;;47.6008461,3.7668885
00775-1;00775;0087683631;2017-12-16;Vincelles;89290;;;;;3.6284728;47.7042304;c;1;GARES C BOURGOGNE;;;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Vincelles"", ""Alias_Libelle_Fronton"": ""Vincelles"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": null, ""UG_Libelle"": null, ""UT_Libelle"": null}";Vincelles;Vincelles;True;False;DRG AURA-BFC;;;;1;;47.7042304,3.6284728
00784-1;00784;0087683243;;Joigny;89300;;;;;3.393082;47.973843;b;1;GARES B BOURGOGNE;"[{""TVS_Code"": ""JOI""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Joigny"", ""Alias_Libelle_Fronton"": ""Joigny"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-SUD-EST"", ""UG_Libelle"": ""UG Bourgogne"", ""UT_Libelle"": ""JOIGNY GARE""}";Joigny;Joigny;True;False;DRG AURA-BFC;REGION DE PARIS-SUD-EST;UG Bourgogne;JOIGNY GARE;1;JOI;47.973843,3.393082
00786-1;00786;0087683219;;Villeneuve-sur-Yonne;89500;;;;;3.2869251;48.0850129;c;1;GARES C BOURGOGNE;"[{""TVS_Code"": ""VYE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Villeneuve-sur-Yonne"", ""Alias_Libelle_Fronton"": ""Villeneuve-sur-Yonne"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-SUD-EST"", ""UG_Libelle"": ""UG Bourgogne"", ""UT_Libelle"": ""VILLENEUVE SUR YONNE GARE""}";Villeneuve-sur-Yonne;Villeneuve-sur-Yonne;True;False;DRG AURA-BFC;REGION DE PARIS-SUD-EST;UG Bourgogne;VILLENEUVE SUR YONNE GARE;1;VYE;48.0850129,3.2869251
00787-1;00787;0087683201;;Étigny - Véron;89510;;;;;3.2904186;48.1386835;c;1;GARES C BOURGOGNE;;;;;;;;;;;;;;48.1386835,3.2904186
00793-1;00793;0087682526;;Ponthierry - Pringy;77310;;;;;2.544590;48.534933;b;;GARES B IDF LIGNE R;;;;;;;;;;;;;;48.534933,2.54459
00796-1;00796;0087682476;;La Grande-Paroisse;77130;;;;;2.8971614;48.3787751;c;;Gares C Ile-de-France;"[{""TVS_Code"": ""GPA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Grande-Paroisse"", ""Alias_Libelle_Fronton"": ""La Grande-Paroisse"", ""AgenceGC_Libelle"": ""DGIF"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-SUD-EST"", ""UG_Libelle"": null, ""UT_Libelle"": ""LA GRANDE PAROISSE GARE""}";La Grande-Paroisse;La Grande-Paroisse;True;False;DGIF;REGION DE PARIS-SUD-EST;;LA GRANDE PAROISSE GARE;1;GPA;48.3787751,2.8971614
00799-1;00799;0087682443;;Vulaines-sur-Seine - Samoreau;77870;;;;;2.7531008;48.4305468;c;;Gares C Ile-de-France;;;;;;;;;;;;;;48.4305468,2.7531008
00805-1;00805;0087682294;;Saint-Mammès;77670;;;;;2.815930;48.382171;b;;GARES B IDF LIGNE R;;;;;;;;;;;;;;48.382171,2.81593
00815-1;00815;0087682138;;Boussy-Saint-Antoine;91800;;;;;2.532726;48.680893;b;;GARES B IDF LIGNE D;;;;;;;;;;;;;;48.680893,2.532726
00826-1;00826;0087681601;;Essonnes Robinson;91100;;;;;2.463701;48.606095;b;;GARES B IDF LIGNE D;"[{""TVS_Code"": ""ESO""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Essonnes Robinson"", ""Alias_Libelle_Fronton"": ""Essonnes Robinson"", ""AgenceGC_Libelle"": ""DGIF"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-SUD-EST"", ""UG_Libelle"": null, ""UT_Libelle"": ""ESSONNES ROBINSON GARE""}";Essonnes Robinson;Essonnes Robinson;True;False;DGIF;REGION DE PARIS-SUD-EST;;ESSONNES ROBINSON GARE;1;ESO;48.606095,2.463701
00827-1;00827;0087681510;;Buno - Gironville;91720;;;;;2.3871153;48.370847;c;;Gares C Ile-de-France;;;;;;;;;;;;;;48.370847,2.3871153
00835-1;00835;0087681387;;Évry-Courcouronnes;91000;;;;;2.428581;48.625507;b;;GARES B IDF LIGNE D;;;;;;;;;;;;;;48.625507,2.428581
00839-1;00839;0087681346;;Orangis Bois de l'Épine;91130;;;;;2.407736;48.636260;b;;GARES B IDF LIGNE D;;;;;;;;;;;;;;48.63626,2.407736
00846-1;00846;0087677120;;Saint-Jean-de-Luz - Ciboure;64500;;;;;-1.66122;43.385838;b;1;GARES B AQUITAINE;"[{""TVS_Code"": ""SJZ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Jean-de-Luz - Ciboure"", ""Alias_Libelle_Fronton"": ""Saint-Jean-de-Luz - Ciboure"", ""AgenceGC_Libelle"": ""DRG Nlle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Aquitaine"", ""UT_Libelle"": ""SAINT JEAN DE LUZ CIBOURE GARE""}";Saint-Jean-de-Luz - Ciboure;Saint-Jean-de-Luz - Ciboure;True;False;DRG Nlle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;SAINT JEAN DE LUZ CIBOURE GARE;1;SJZ;43.385838,-1.66122
00854-1;00854;0087673657;;Cambo-les-Bains;64250;;;;;-1.3966849;43.3656242;c;1;GARES C AQUITAINE;"[{""TVS_Code"": ""CPQ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Cambo-les-Bains"", ""Alias_Libelle_Fronton"": ""Cambo-les-Bains"", ""AgenceGC_Libelle"": ""DRG Nlle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Aquitaine"", ""UT_Libelle"": ""CAMBO LES BAINS GARE""}";Cambo-les-Bains;Cambo-les-Bains;True;False;DRG Nlle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;CAMBO LES BAINS GARE;1;CPQ;43.3656242,-1.3966849
00856-1;00856;0087673632;2019-12-14;Jatxou;64480;;;;;-1.4446266;43.390897;c;1;GARES C AQUITAINE;;;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Jatxou"", ""Alias_Libelle_Fronton"": ""Jatxou"", ""AgenceGC_Libelle"": ""Agence Nouvelle-Aquitaine"", ""RegionSNCF_Libelle"": null, ""UG_Libelle"": null, ""UT_Libelle"": null}";Jatxou;Jatxou;True;False;Agence Nouvelle-Aquitaine;;;;1;;43.390897,-1.4446266
